description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
ADD ITEM STAT - Shield & 3 Jewel Magic & Dol = Shield & Regenerate-hp +7	1				100					5	shld,any	jew,mag,qty=3	r14					useitem		100		regen	100		7	7	levelreq	100		10	10																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Hel = Shield & Reduced-Requirements -3	1				100					5	shld,any	jew,mag,qty=3	r15					useitem		100		ease	100		-3	-3	levelreq	100		1	1																																																																										0
ADD ITEM STAT - Shield & Io & Lum & Ko & Fal-Rune = Shield & All-Stats +5	1				100					5	shld,any	r16	r17	r18	r19			useitem		100		all-stats	100		5	5	levelreq	100		10	10																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Lem = Shield & Extra gold +10%	1				100					5	shld,any	jew,mag,qty=3	r20					useitem		100		gold%	100		10	10	levelreq	100		5	5																																																																										0
ADD ITEM STAT - Shield & Jewel Magic & 3 Lem = Shield & Cheaper-prices -4%	1				100					5	shld,any	jew,mag	r20,qty=3					useitem		100		cheap	100		4	4	levelreq	100		16	16																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Pul = Shield & Defense +30%	1				100					5	shld,any	jew,mag,qty=3	r21					useitem		100		ac%	100		30	30	levelreq	100		8	8																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Um = Shield & Exp +1%	1				100					5	shld,any	jew,mag,qty=3	r22					useitem		100		addxp	100		1	1	levelreq	100		8	8																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Mal = Shield & Reduce magic +10	1				100					5	shld,any	jew,mag,qty=3	r23					useitem		100		red-mag	100		10	10	levelreq	100		6	6																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Ist = Shield & MF +25%	1				100					5	shld,any	jew,mag,qty=3	r24					useitem		100		mag%	100		25	25	levelreq	100		20	20																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Gul = Shield & Resist-poison max +5	1				100					5	shld,any	jew,mag,qty=3	r25					useitem		100		res-pois-max	100		5	5	levelreq	100		8	8																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Vex = Shield & Resist-fire max +5	1				100					5	shld,any	jew,mag,qty=3	r26					useitem		100		res-fire-max	100		5	5	levelreq	100		8	8																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Ohm = Shield & Resist-cold max +5	1				100					5	shld,any	jew,mag,qty=3	r27					useitem		100		res-cold-max	100		5	5	levelreq	100		8	8																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Lo = Shield & Resist-lightning max +5	1				100					5	shld,any	jew,mag,qty=3	r28					useitem		100		res-ltng-max	100		5	5	levelreq	100		8	8																																																																										0
ADD ITEM STAT - Shield & Gul & Vex & Ohm & Lo = Shield & Res-all max +5	1				100					5	shld,any	r25	r26	r27	r28			useitem		100		res-all-max	100		5	5	levelreq	100		25	25																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Sur = Shield & Mana +50	1				100					5	shld,any	jew,mag,qty=3	r29					useitem		100		mana	100		50	50	levelreq	100		13	13																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Ber = Shield & DMG reduced +8%	1				100					5	shld,any	jew,mag,qty=3	r30					useitem		100		red-dmg%	100		8	8	levelreq	100		18	18																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Jah = Shield & Hp +50	1				100					5	shld,any	jew,mag,qty=3	r31					useitem		100		hp	100		50	50	levelreq	100		11	11																																																																										0
ADD ITEM STAT - Shield & 3 Jewel Magic & Cham = Shield & No-freeze	1				100					5	shld,any	jew,mag,qty=3	r32					useitem		100		nofreeze	100		1	1	levelreq	100		20	20																																																																										0
ADD ITEM STAT - Torso & Topaz = Torso & MF +20%	1				100					2	tors,any	gmt						useitem		100		mag%	100		20	20	levelreq	100		10	10																																																																										0
ADD ITEM STAT - Torso & Ruby = Torso & Hp +35	1				100					2	tors,any	gmr						useitem		100		hp	100		35	35	levelreq	100		18	18																																																																										0
ADD ITEM STAT - Torso & Sapphire = Torso & Mana +20	1				100					2	tors,any	gms						useitem		100		mana	100		20	20	levelreq	100		15	15																																																																										0
ADD ITEM STAT - Torso & Emerald = Torso & Dexterity +5	1				100					2	tors,any	gme						useitem		100		dex	100		5	5	levelreq	100		10	10																																																																										0
ADD ITEM STAT - Torso & Skull = Torso & Regenerate-hp +1 & Regenerate-mana +5	1				100					2	tors,any	gmk						useitem		100		regen	100		1	1	levelreq	100		5	5	regen-mana	100		5	5																																																																					0
ADD ITEM STAT - Torso & Amethyst = Torso & Strength +5	1				100					2	tors,any	gmm						useitem		100		str	100		5	5	levelreq	100		10	10																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Tir-Rune = Torso & Mana-kill +1	1				100					5	tors,any	jew,mag,qty=3	r03					useitem		100		mana-kill	100		1	1	levelreq	100		7	7																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Nef = Torso & Defense +25	1				100					5	tors,any	jew,mag,qty=3	r04					useitem		100		ac	100		25	25	levelreq	100		3	3																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Eth = Torso & Regenerate-mana +5	1				100					5	tors,any	jew,mag,qty=3	r05					useitem		100		regen-mana	100		5	5	levelreq	100		3	3																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Ith = Torso & Dmg-to-mana +5%	1				100					5	tors,any	jew,mag,qty=3	r06					useitem		100		dmg-to-mana	100		5	5	levelreq	100		1	1																																																																										0
ADD ITEM STAT - Torso & Tal & Ral & Ort & Thul-Rune = Torso & Resist-all +15	1				100					5	tors,any	r07	r08	r09	r10			useitem		100		res-all	100		15	15	levelreq	100		15	15																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Amn = Torso & Dmg to attacker +14	1				100					5	tors,any	jew,mag,qty=3	r11					useitem		100		thorns	100		14	14	levelreq	100		6	6																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Sol = Torso & Reduce DMG +2	1				100					5	tors,any	jew,mag,qty=3	r12					useitem		100		red-dmg	100		2	2	levelreq	100		2	2																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Shael = Torso & Fhr +10%	1				100					5	tors,any	jew,mag,qty=3	r13					useitem		100		balance1	100		10	10	levelreq	100		10	10																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Dol = Torso & Regenerate-hp +3	1				100					5	tors,any	jew,mag,qty=3	r14					useitem		100		regen	100		3	3	levelreq	100		5	5																																																																										0
ADD ITEM STAT - Torso & Io & Lum & Ko & Fal-Rune = Torso & All-stats +5	1				100					5	tors,any	r16	r17	r18	r19			useitem		100		all-stats	100		5	5	levelreq	100		8	8																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Lem = Torso & Extra gold +10%	1				100					5	tors,any	jew,mag,qty=3	r20					useitem		100		gold%	100		10	10	levelreq	100		4	4																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Mal = Torso & Reduce magic DMG +2	1				100					5	tors,any	jew,mag,qty=3	r23					useitem		100		red-mag	100		2	2	levelreq	100		2	2																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Ist = Torso & MF +30%	1				100					5	tors,any	jew,mag,qty=3	r24					useitem		100		mag%	100		30	30	levelreq	100		15	15																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Sur = Torso & Mana +5%	1				100					5	tors,any	jew,mag,qty=3	r29					useitem		100		mana%	100		5	5	levelreq	100		10	10																																																																										0
ADD ITEM STAT - Torso & 3 Jewel Magic & Jah = Torso & Hp +5%	1				100					5	tors,any	jew,mag,qty=3	r31					useitem		100		hp%	100		5	5	levelreq	100		10	10																																																																										0
ADD ITEM STAT - Weapon & Topaz = Weapon & Lightning damage +1-75	1				100					2	weap,any	gmt						useitem		100		dmg-ltng	100		1	75	levelreq	100		11	11																																																																										0
ADD ITEM STAT - Weapon & Ruby = Weapon & Fire damage +30-50	1				100					2	weap,any	gmr						useitem		100		dmg-fire	100		30	50	levelreq	100		11	11																																																																										0
ADD ITEM STAT - Weapon & Sapphire = Weapon & Cold damage +20-30	1				100					2	weap,any	gms						useitem		100		dmg-cold	100	75	20	30	levelreq	100		11	11																																																																										0
ADD ITEM STAT - Weapon & Emerald = Weapon & Poison damage +20/s	1				100					2	weap,any	gme						useitem		100		dmg-pois	100	179	143	143	levelreq	100		11	11																																																																										0
ADD ITEM STAT - Weapon & Skull = Weapon & Physical damage +5-15	1				100					2	weap,any	gmk						useitem		100		dmg-norm	100		5	15	levelreq	100		12	12																																																																										0
ADD ITEM STAT - Weapon & Amethyst = Weapon & Ar 5%	1				100					2	weap,any	gmm						useitem		100		att%	100		5	5	levelreq	100		9	9																																																																										0
ADD ITEM STAT - Weapon & 3 Skull = Weapon & Hp leech +1% & Mana leech +1%	1				100					4	weap,any	gmk,qty=3						useitem		100		lifesteal	100		1	1	levelreq	100		7	7	manasteal	100		1	1																																																																					0
ADD ITEM STAT - Weapon & 3 Jewel Magic & El = Weapon & Light +1	1				100					5	weap,any	jew,mag,qty=3	r01					useitem		100		light	100		1	1	levelreq	100		1	1																																																																										0
ADD ITEM STAT - Weapon & 3 Jewel Magic & Eld= Weapon & Dmg undead +100%	1				100					5	weap,any	jew,mag,qty=3	r02					useitem		100		dmg-undead	100		100	100	levelreq	100		12	12																																																																										0
ADD ITEM STAT - Weapon & 3 Jewel Magic & Tir-Rune = Weapon & Mana-kill +1	1				100					5	weap,any	jew,mag,qty=3	r03					useitem		100		mana-kill	100		1	1	levelreq	100		8	8																																																																										0
ADD ITEM STAT - Weapon & 3 Jewel Magic & Nef = Weapon & Knockback	1				100					5	weap,any	jew,mag,qty=3	r04					useitem		100		knock	100		1	1	levelreq	100		15	15																																																																										0
ADD ITEM STAT - Weapon & 3 Jewel Magic & Eth = Weapon & Reduce Enemy armor -5%	1				100					5	weap,any	jew,mag,qty=3	r05					useitem		100		reduce-ac	100		5	5	levelreq	100		9	9																																																																										0
ADD ITEM STAT - Weapon & 3 Jewel Magic & Ith = Weapon & Max damage 3	1				100					5	weap,any	jew,mag,qty=3	r06					useitem		100		dmg-max	100		3	3	levelreq	100		1	1																																																																										0
ADD ITEM STAT - Weapon & Tal & Ral & Ort & Thul-Rune = Weapon & Elemental damage +10-50	1				100					5	weap,any	r07	r08	r09	r10			useitem		100		dmg-elem	100	100	10	50	levelreq	100		20	20	dmg-pois	100	75	144	144																																																																					0
ADD ITEM STAT - Weapon & 3 Jewel Magic & Amn = Weapon & Hp leech +2	1				100					5	weap,any	jew,mag,qty=3	r11					useitem		100		lifesteal	100		2	2	levelreq	100		10	10																																																																										0
ADD ITEM STAT - Weapon & 3 Jewel Magic & Sol = Weapon & Min damage +1	1				100					5	weap,any	jew,mag,qty=3	r12					useitem		100		dmg-min	100		1	1	levelreq	100		1	1																																																																										0
ADD ITEM STAT - Weapon & 2 Ith & 2 Sol = Weapon & Normal damage +1-3	1				100					5	weap,any	r06,qty=2	r12,qty=2					useitem		100		dmg-norm	100		1	3	levelreq	100		1	1																																																																										0
